MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:104798,Tnf,tumor necrosis factor,17,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,RGD:3876 ,J:155856 
MGI:104798,Tnf,tumor necrosis factor,17,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P01375 ,J:164563 
MGI:104798,Tnf,tumor necrosis factor,17,,positive regulation of I-kappaB phosphorylation,,,ISO,P01375 ,J:164563 
MGI:104798,Tnf,tumor necrosis factor,17,,regulation of canonical NF-kappaB signal transduction,,,ISO,P01375 ,J:164563 
MGI:1196377,Tnfaip3,"tumor necrosis factor, alpha-induced protein 3",10,,negative regulation of canonical NF-kappaB signal transduction,,,IMP,,J:132994 
MGI:1196377,Tnfaip3,"tumor necrosis factor, alpha-induced protein 3",10,,negative regulation of canonical NF-kappaB signal transduction,,,IMP,,J:170265 
MGI:1196377,Tnfaip3,"tumor necrosis factor, alpha-induced protein 3",10,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,P21580 ,J:164563 
MGI:1352474,Tnfrsf19,"tumor necrosis factor receptor superfamily, member 19",14,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000950406 ,J:265628 
MGI:1352474,Tnfrsf19,"tumor necrosis factor receptor superfamily, member 19",14,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:63235 
MGI:107414,Tnfsf10,"tumor necrosis factor (ligand) superfamily, member 10",3,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000158085 ,J:265628 
MGI:1100089,Tnfsf11,"tumor necrosis factor (ligand) superfamily, member 11",14,,canonical NF-kappaB signal transduction,happens in mammary gland epithelium,,IDA,,J:149238 
MGI:1100089,Tnfsf11,"tumor necrosis factor (ligand) superfamily, member 11",14,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IDA,,J:149238 
MGI:1926194,Tnip1,TNFAIP3 interacting protein 1,11,,negative regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002840398 ,J:265628 
MGI:1926194,Tnip1,TNFAIP3 interacting protein 1,11,,negative regulation of canonical NF-kappaB signal transduction,,,IDA,,J:183962 
MGI:1926194,Tnip1,TNFAIP3 interacting protein 1,11,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q15025 ,J:164563 
MGI:2386643,Tnip2,TNFAIP3 interacting protein 2,5,,canonical NF-kappaB signal transduction,,,IDA,,J:76628 
MGI:2386643,Tnip2,TNFAIP3 interacting protein 2,5,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002840392 ,J:265628 
MGI:2386643,Tnip2,TNFAIP3 interacting protein 2,5,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q8NFZ5 ,J:164563 
MGI:3041165,Tnip3,TNFAIP3 interacting protein 3,6,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q96KP6 ,J:164563 
MGI:109200,Tradd,TNFRSF1A-associated via death domain,8,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q15628 ,J:280922 
MGI:101836,Traf1,TNF receptor-associated factor 1,2,,regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000805648 ,J:265628 
MGI:101835,Traf2,TNF receptor-associated factor 2,2,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002562154 ,J:265628 
MGI:101835,Traf2,TNF receptor-associated factor 2,2,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:218005 
MGI:108041,Traf3,TNF receptor-associated factor 3,12,,regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000805648 ,J:265628 
MGI:2143599,Traf3ip2,TRAF3 interacting protein 2,10,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002152027 ,J:265628 
MGI:1202880,Traf4,TNF receptor associated factor 4,11,,regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000805648 ,J:265628 
MGI:107548,Traf5,TNF receptor-associated factor 5,1,,positive regulation of canonical NF-kappaB signal transduction,,,IEA,IPR027130 IPR037308 ,J:72247 
MGI:107548,Traf5,TNF receptor-associated factor 5,1,,regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000805648 ,J:265628 
MGI:108072,Traf6,TNF receptor-associated factor 6,2,,canonical NF-kappaB signal transduction,happens in macrophage,,IGI,MGI:2444070 ,J:187586 
MGI:108072,Traf6,TNF receptor-associated factor 6,2,,canonical NF-kappaB signal transduction,,,IMP,,J:159274 
MGI:108072,Traf6,TNF receptor-associated factor 6,2,,canonical NF-kappaB signal transduction,,,ISO,Q9Y4K3 ,J:164563 
MGI:108072,Traf6,TNF receptor-associated factor 6,2,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IGI,MGI:2444070 ,J:187586 
MGI:108072,Traf6,TNF receptor-associated factor 6,2,,positive regulation of canonical NF-kappaB signal transduction,happens in fibroblast,,IMP,,J:198907 
MGI:108072,Traf6,TNF receptor-associated factor 6,2,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,,J:92728 
MGI:108072,Traf6,TNF receptor-associated factor 6,2,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9Y423 ,J:73065 
MGI:108072,Traf6,TNF receptor-associated factor 6,2,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9Y4K3 ,J:164563 
MGI:108072,Traf6,TNF receptor-associated factor 6,2,,regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000805648 ,J:265628 
MGI:1913150,Trem2,triggering receptor expressed on myeloid cells 2,17,,negative regulation of canonical NF-kappaB signal transduction,"is a part of cellular response to lipopolysaccharide,happens in microglial cell",,IMP,,J:304584 
MGI:3646853,Trim5,tripartite motif-containing 5,7,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN008394630 ,J:265628 
MGI:3646853,Trim5,tripartite motif-containing 5,7,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9C035 ,J:164563 
MGI:2137352,Trim6,tripartite motif-containing 6,7,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN008394630 ,J:265628 
MGI:1933302,Trim8,tripartite motif-containing 8,19,,canonical NF-kappaB signal transduction,,,ISO,Q9BZR9 ,J:164563 
MGI:1933302,Trim8,tripartite motif-containing 8,19,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9BZR9 ,J:164563 
MGI:1923931,Trim12a,tripartite motif-containing 12A,7,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN008394630 ,J:265628 
MGI:1923931,Trim12a,tripartite motif-containing 12A,7,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9C035 ,J:164563 
MGI:4821183,Trim12c,tripartite motif-containing 12C,7,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN008394630 ,J:265628 
MGI:4821183,Trim12c,tripartite motif-containing 12C,7,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9C035 ,J:164563 
MGI:1913847,Trim13,tripartite motif-containing 13,14,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002788960 ,J:265628 
MGI:1913847,Trim13,tripartite motif-containing 13,14,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,O60858 ,J:164563 
MGI:106657,Trim21,tripartite motif-containing 21,7,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN008394630 ,J:265628 
MGI:102749,Trim25,tripartite motif-containing 25,11,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q14258 ,J:164563 
MGI:98178,Trim30a,tripartite motif-containing 30A,7,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN008394630 ,J:265628 
MGI:98178,Trim30a,tripartite motif-containing 30A,7,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9C035 ,J:164563 
MGI:4821256,Trim30b,tripartite motif-containing 30B,7,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN008394630 ,J:265628 
MGI:4821256,Trim30b,tripartite motif-containing 30B,7,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9C035 ,J:164563 
MGI:4821257,Trim30c,tripartite motif-containing 30C,7,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN008394630 ,J:265628 
MGI:4821257,Trim30c,tripartite motif-containing 30C,7,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9C035 ,J:164563 
MGI:3035181,Trim30d,tripartite motif-containing 30D,7,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN008394630 ,J:265628 
MGI:3035181,Trim30d,tripartite motif-containing 30D,7,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9C035 ,J:164563 
MGI:1917057,Trim32,tripartite motif-containing 32,4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q13049 ,J:164563 
MGI:2137359,Trim34a,tripartite motif-containing 34A,7,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN008394630 ,J:265628 
MGI:4821264,Trim34b,tripartite motif-containing 34B,7,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN008394630 ,J:265628 
MGI:2684869,Trim38,tripartite motif-containing 38,13,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN008394630 ,J:265628 
MGI:2684869,Trim38,tripartite motif-containing 38,13,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,O00635 ,J:164563 
MGI:1890659,Trim39,tripartite motif-containing 39,17,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q9HCM9 ,J:164563 
MGI:3045276,Trim52,tripartite motif-containing 52,14,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q96A61 ,J:164563 
MGI:2684862,Trim58,tripartite motif-containing 58,11,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN008394630 ,J:265628 
MGI:1914199,Trim59,tripartite motif-containing 59,3,,negative regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000647161 ,J:265628 
MGI:1914199,Trim59,tripartite motif-containing 59,3,,negative regulation of canonical NF-kappaB signal transduction,,,IDA,,J:184896 
MGI:1914199,Trim59,tripartite motif-containing 59,3,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q8IWR1 ,J:73065 
MGI:1914775,Trim62,tripartite motif-containing 62,4,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002788576 ,J:265628 
MGI:1914775,Trim62,tripartite motif-containing 62,4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9BVG3 ,J:164563 
MGI:2142077,Trim68,tripartite motif-containing 68,7,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN008394630 ,J:265628 
MGI:1344410,Ubd,ubiquitin D,17,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000071593 ,J:265628 
MGI:1344410,Ubd,ubiquitin D,17,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,,J:163435 
MGI:1344410,Ubd,ubiquitin D,17,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,O15205 ,J:164563 
MGI:107365,Ube2i,ubiquitin-conjugating enzyme E2I,17,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:41993 
MGI:1934835,Ube2n,ubiquitin-conjugating enzyme E2N,10,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P61088 ,J:164563 
MGI:1923839,Unc5cl,unc-5 family C-terminal like,17,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000464368 ,J:265628 
MGI:1923839,Unc5cl,unc-5 family C-terminal like,17,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:203182 
MGI:1923839,Unc5cl,unc-5 family C-terminal like,17,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q8IV45 ,J:73065 
MGI:894652,Usp10,ubiquitin specific peptidase 10,8,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q14694 ,J:164563 
MGI:1921520,Usp20,ubiquitin specific peptidase 20,2,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q9Y2K6 ,J:164563 
MGI:1353655,Usp25,ubiquitin specific peptidase 25,16,,I-kappaB phosphorylation,,,IMP,MGI:4332130 ,J:188557 
MGI:1915086,Wdr83,WD repeat domain containing 83,8,,regulation of canonical NF-kappaB signal transduction,,,IMP,MGI:4367006 ,J:271862 
MGI:98958,Wnt5a,"wingless-type MMTV integration site family, member 5A",14,,regulation of canonical NF-kappaB signal transduction,regulates a function/process that happens in cerebral cortex neuron,,IMP,,J:176368 
MGI:2385891,Zc3h12a,zinc finger CCCH type containing 12A,4,,negative regulation of canonical NF-kappaB signal transduction,,,IDA,,J:174994 
MGI:2385891,Zc3h12a,zinc finger CCCH type containing 12A,4,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q5D1E8 ,J:164563 
MGI:1926031,Zc3hav1,"zinc finger CCCH type, antiviral 1",6,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,NP_064504 ,J:167454 
MGI:1926031,Zc3hav1,"zinc finger CCCH type, antiviral 1",6,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q7Z2W4 ,J:164563 
MGI:1929510,Zfand6,"zinc finger, AN1-type domain 6",7,,regulation of canonical NF-kappaB signal transduction,,,ISO,Q6FIF0 ,J:164563 
MGI:1913755,Zmynd11,"zinc finger, MYND domain containing 11",13,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q15326 ,J:164563 
